state	year	month	date	pollster	pollster_safe	purchaser	purchaser_safe
sachsen	2014	1	02.01.2014	uniQma	uniqma	LeipzigerVolkszeitung	leipzigervolkszeitung
sachsen	2013	8	20.08.2013	Infratestdimap	infratestdimap	MDR	mdr
sachsen	2013	4	09.04.2013	Emnid	emnid	SächsischeStaatsregierung	saechsischestaatsregierung
sachsen	2012	9	08.09.2012	Infratest	infratest	SPD-LT-Fraktion	spdltfraktion
sachsen	2012	9	05.09.2012	dimap	dimap	FDP-LT-Fraktion	fdpltfraktion
sachsen	2012	3	15.03.2012	Emnid	emnid	SächsischeStaatsregierung	saechsischestaatsregierung
sachsen	2011	10	16.10.2011	IfMLeipzig	ifmleipzig	LeipzigerVolkszeitung	leipzigervolkszeitung
sachsen	2011	8	24.08.2011	dimap	dimap	FDP-LT-Fraktion	fdpltfraktion
sachsen	2011	6	28.06.2011	aproxima	aproxima	SächsischeStaatsregierung	saechsischestaatsregierung
sachsen	2010	8	24.08.2010	aproxima	aproxima	SächsischeStaatsregierung	saechsischestaatsregierung
sachsen	2010	6	14.06.2010	IfMLeipzig	ifmleipzig	SZ, LVZ,FP	sz_lvz_fp
sachsen	2009	8	22.08.2009	IfMLeipzig	ifmleipzig	MDR, LeipzigerVolkszeitung	mdr_leipzigervolkszeitung
sachsen	2009	8	21.08.2009	Forschungs-gruppe Wahlen	forschungsgruppewahlen	ZDF	zdf
sachsen	2009	8	20.08.2009	Infratestdimap	infratestdimap	ARD	ard
sachsen	2009	8	12.08.2009	Infratestdimap	infratestdimap	MDR, SächsischeZeitung	mdr_saechsischezeitung
sachsen	2009	7	16.07.2009	IfMLeipzig	ifmleipzig	MDR, LeipzigerVolkszeitung	mdr_leipzigervolkszeitung
sachsen	2009	6	25.06.2009	Infratestdimap	infratestdimap	MDR	mdr
sachsen	2009	5	14.05.2009	Infratestdimap	infratestdimap	MDR	mdr
sachsen	2009	5	05.05.2009	dimap	dimap	FDP-LT-Fraktion	fdpltfraktion
sachsen	2009	4	21.04.2009	IfMLeipzig	ifmleipzig	MDR, LeipzigerVolkszeitung	mdr_leipzigervolkszeitung
sachsen	2009	3	24.03.2009	IfMLeipzig	ifmleipzig	SPD-LT-Fraktion	spdltfraktion
sachsen	2009	3	24.03.2009	aproxima	aproxima	SächsischeStaatsregierung	saechsischestaatsregierung
sachsen	2008	12	02.12.2008	dimap	dimap	FDP-LT-Fraktion	fdpltfraktion
sachsen	2008	11	14.11.2008	IfMLeipzig	ifmleipzig	SPD-LT-Fraktion	spdltfraktion
sachsen	2008	10	07.10.2008	aproxima *	aproxima	SächsischeStaatsregierung	saechsischestaatsregierung
sachsen	2008	5	28.05.2008	Infratestdimap	infratestdimap	MDR	mdr
sachsen	2008	5	21.05.2008	IfMLeipzig	ifmleipzig	LeipzigerVolkszeitung	leipzigervolkszeitung
sachsen	2008	3	17.03.2008	Emnid	emnid	DIE LINKE-LT-Fraktion	dielinkeltfraktion
sachsen	2008	3	02.03.2008	Emnid	emnid	Bild amSonntag	bildamsonntag
sachsen	2008	1	29.01.2008	Emnid	emnid	SächsischeStaatsregierung	saechsischestaatsregierung
sachsen	2007	12	18.12.2007	aproxima *	aproxima	SächsischeStaatsregierung	saechsischestaatsregierung
sachsen	2007	11	26.11.2007	dimap	dimap	FDP-LT-Fraktion	fdpltfraktion
sachsen	2007	9	12.09.2007	Infratestdimap	infratestdimap	MDR	mdr
sachsen	2007	9	06.09.2007	Forsa	forsa	n-tv	ntv
sachsen	2007	8	30.08.2007	IfMLeipzig	ifmleipzig	LeipzigerVolkszeitung	leipzigervolkszeitung
sachsen	2007	8	22.08.2007	IfMLeipzig	ifmleipzig	SächsischeZeitung	saechsischezeitung
sachsen	2007	7	20.07.2007	IfMLeipzig	ifmleipzig	SPD-LT-Fraktion	spdltfraktion
sachsen	2007	7	12.07.2007	Forsa	forsa	n-tv	ntv
sachsen	2007	3	28.03.2007	IfMLeipzig	ifmleipzig	SPD-LT-Fraktion	spdltfraktion
sachsen	2006	12	27.12.2006	IfMLeipzig	ifmleipzig	SächsischeZeitung	saechsischezeitung
sachsen	2006	11	24.11.2006	dimap	dimap	FDPLT-Fraktion	fdpltfraktion
sachsen	2006	8	24.08.2006	IfMLeipzig	ifmleipzig	SächsischeZeitung	saechsischezeitung
sachsen	2006	7	18.07.2006	Emnid	emnid	SächsischeStaatsregierung	saechsischestaatsregierung
sachsen	2006	2	14.02.2006	Emnid	emnid	SächsischeStaatsregierung	saechsischestaatsregierung
sachsen	2005	12	27.12.2005	IfMLeipzig	ifmleipzig	SächsischeZeitung	saechsischezeitung
sachsen	2005	10	11.10.2005	Emnid	emnid	SächsischeStaatsregierung	saechsischestaatsregierung
sachsen	2005	7	12.07.2005	IfMLeipzig	ifmleipzig	SPDLT-Fraktion	spdltfraktion
sachsen	2005	2	21.02.2005	Emnid	emnid	SächsischeStaatsregierung	saechsischestaatsregierung
sachsen	2004	9	10.09.2004	IfMLeipzig	ifmleipzig	LeipzigerVolkszeitung	leipzigervolkszeitung
sachsen	2004	9	10.09.2004	Forsch’gr.Wahlen	forschungsgruppewahlen	ZDF	zdf
sachsen	2004	9	08.09.2004	Infratestdimap	infratestdimap	MDR	mdr
sachsen	2004	9	07.09.2004	Forsa	forsa	Stern	stern
sachsen	2004	8	31.08.2004	IfMLeipzig	ifmleipzig	LeipzigerVolkszeitung	leipzigervolkszeitung
sachsen	2004	8	24.08.2004	Forsa	forsa	Stern	stern
sachsen	2004	8	21.08.2004	IfMLeipzig	ifmleipzig	SächsischeZeitung	saechsischezeitung
sachsen	2004	8	15.08.2004	IfMLeipzig	ifmleipzig	LeipzigerVolkszeitung	leipzigervolkszeitung
sachsen	2004	8	05.08.2004	Infratestdimap	infratestdimap	MDR	mdr
sachsen	2004	7	30.07.2004	IfMLeipzig	ifmleipzig	LeipzigerVolkszeitung	leipzigervolkszeitung
sachsen	2004	7	26.07.2004	Emnid	emnid	SächsischeStaatsregierung	saechsischestaatsregierung
sachsen	2004	7	17.07.2004	IfMLeipzig	ifmleipzig	LeipzigerVolkszeitung	leipzigervolkszeitung
sachsen	2004	5	19.05.2004	IfMLeipzig	ifmleipzig	SächsischeZeitung	saechsischezeitung
sachsen	2004	5	09.05.2004	IfMLeipzig	ifmleipzig	SPD Sachsen	spdsachsen
sachsen	2004	1	20.01.2004	Emnid	emnid	SächsischeStaatsregierung	saechsischestaatsregierung
sachsen	2003	12	30.12.2003	IfMLeipzig	ifmleipzig	SächsischeZeitung	saechsischezeitung
sachsen	2003	8	19.08.2003	Emnid	emnid	SächsischeStaatsregierung	saechsischestaatsregierung
sachsen	2003	1	16.01.2003	Emnid	emnid	SächsischeStaatsregierung	saechsischestaatsregierung
sachsen	2002	12	30.12.2002	IfMLeipzig	ifmleipzig	SächsischeZeitung	saechsischezeitung
sachsen	2002	3	07.03.2002	IfMLeipzig	ifmleipzig	SächsischeZeitung	saechsischezeitung
sachsen	2002	1	14.01.2002	Emnid	emnid	SächsischeStaatsregierung	saechsischestaatsregierung
sachsen	2001	8	03.08.2001	Emnid	emnid	SächsischeStaatsregierung	saechsischestaatsregierung
sachsen	2001	1	24.01.2001	Emnid	emnid	SächsischeStaatsregierung	saechsischestaatsregierung
sachsen	2000	8	25.08.2000	Emnid	emnid	SächsischeStaatsregierung	saechsischestaatsregierung
sachsen	1999	9	08.09.1999	Infratestdimap	infratestdimap	MDR	mdr
sachsen	1999	9	30.09.1999	Emnid	emnid	SächsischeStaatsregierung	saechsischestaatsregierung
sachsen	1999	8	18.08.1999	InfratestBurke	infratestburke	oldie.fm	oldiefm
sachsen	1999	8	12.08.1999	Infratestdimap	infratestdimap	MDR	mdr
sachsen	1999	6	03.06.1999	Emnid	emnid	SächsischeStaatsregierung	saechsischestaatsregierung
sachsen	1999	5	27.05.1999	InfratestBurke	infratestburke	oldie.fm	oldiefm
sachsen	1999	4	15.04.1999	InfratestBurke	infratestburke	oldie.fm	oldiefm
sachsen	1999	1	13.01.1999	Emnid	emnid	SächsischeStaatsregierung	saechsischestaatsregierung
sachsen	1997	7	1997	Emnid	emnid	SächsischeStaatsregierung	saechsischestaatsregierung
sachsen	1996	6	1996	Emnid	emnid	SächsischeStaatsregierung	saechsischestaatsregierung
sachsen	1996	6	1996	Emnid	emnid	SächsischeStaatsregierung	saechsischestaatsregierung
sachsen	1995	5	1995	Emnid	emnid	SächsischeStaatsregierung	saechsischestaatsregierung
sachsen	1995	5	1995	Emnid	emnid	SächsischeStaatsregierung	saechsischestaatsregierung
sachsen	1994	4	1994	Emnid	emnid	SächsischeStaatsregierung	saechsischestaatsregierung
sachsen	1994	4	1994	Emnid	emnid	SächsischeStaatsregierung	saechsischestaatsregierung
sachsen	1993	3	1993	Emnid	emnid	SächsischeStaatsregierung	saechsischestaatsregierung
sachsen	1991	1	1991	Emnid	emnid	SächsischeStaatsregierung	saechsischestaatsregierung
sachsen-anhalt	2016	11	22.11.2016	Infratestdimap	infratestdimap	MDR	mdr
sachsen-anhalt	2016	3	10.03.2016	Forschungs-gruppe Wahlen	forschungsgruppewahlen	ZDF	zdf
sachsen-anhalt	2016	3	09.03.2016	Forsa	forsa	RTL	rtl
sachsen-anhalt	2016	3	07.03.2016	INSA	insa	BILD	bild
sachsen-anhalt	2016	3	05.03.2016	uniQma	uniqma	LeipzigerVolkszeitung	leipzigervolkszeitung
sachsen-anhalt	2016	3	04.03.2016	Forschungs-gruppe Wahlen	forschungsgruppewahlen	ZDF	zdf
sachsen-anhalt	2016	3	03.03.2016	Infratestdimap	infratestdimap	ARD	ard
sachsen-anhalt	2016	2	28.02.2016	INSA	insa	BILD	bild
sachsen-anhalt	2016	2	22.02.2016	INSA	insa	BILD	bild
sachsen-anhalt	2016	2	17.02.2016	Infratestdimap	infratestdimap	MDR	mdr
sachsen-anhalt	2016	1	14.01.2016	Forschungs-gruppe Wahlen	forschungsgruppewahlen	ZDF	zdf
sachsen-anhalt	2015	12	05.12.2015	INSA	insa	BILD	bild
sachsen-anhalt	2015	9	14.09.2015	Infratestdimap	infratestdimap	MDR	mdr
sachsen-anhalt	2015	7	01.07.2015	GMS	gms	GMS	gms
sachsen-anhalt	2013	8	20.08.2013	Infratestdimap	infratestdimap	MDR	mdr
sachsen-anhalt	2011	3	11.03.2011	Forschungs-gruppe Wahlen	forschungsgruppewahlen	ZDF	zdf
sachsen-anhalt	2011	3	10.03.2011	Infratestdimap	infratestdimap	ARD	ard
sachsen-anhalt	2011	2	20.02.2011	Emnid	emnid	Focus	focus
sachsen-anhalt	2011	2	17.02.2011	Infratestdimap	infratestdimap	MDR	mdr
sachsen-anhalt	2011	1	20.01.2011	Infratestdimap	infratestdimap	MDR	mdr
sachsen-anhalt	2010	9	23.09.2010	Infratestdimap	infratestdimap	MDR	mdr
sachsen-anhalt	2010	8	25.08.2010	Emnid	emnid	DIE LINKELV ST	dielinkelvst
sachsen-anhalt	2010	3	17.03.2010	Infratestdimap	infratestdimap	MDR	mdr
sachsen-anhalt	2009	5	14.05.2009	Infratestdimap	infratestdimap	MDR	mdr
sachsen-anhalt	2007	4	13.04.2007	Infratestdimap	infratestdimap	MDR	mdr
sachsen-anhalt	2006	11	11.11.2006	IWD	iwd	Wirtschafts-spiegel	wirtschaftsspiegel
sachsen-anhalt	2006	3	21.03.2006	Emnid	emnid	N24	n24
sachsen-anhalt	2006	3	17.03.2006	Forschungs-gruppe Wahlen	forschungsgruppewahlen	ZDF	zdf
sachsen-anhalt	2006	3	16.03.2006	Infratestdimap	infratestdimap	MDR	mdr
sachsen-anhalt	2006	3	14.03.2006	IfM Leipzig	ifmleipzig	MitteldeutscheZeitung	mitteldeutschezeitung
sachsen-anhalt	2006	3	02.03.2006	Infratestdimap	infratestdimap	MDR	mdr
sachsen-anhalt	2006	2	28.02.2006	IWD	iwd	Wirtschafts-spiegel	wirtschaftsspiegel
sachsen-anhalt	2006	2	02.02.2006	Infratestdimap	infratestdimap	MDR	mdr
sachsen-anhalt	2005	12	15.12.2005	Infratestdimap	infratestdimap	MDR	mdr
sachsen-anhalt	2005	11	25.11.2005	dimap	dimap	MDR	mdr
sachsen-anhalt	2005	9	05.09.2005	IWD	iwd	Wirtschafts-spiegel	wirtschaftsspiegel
sachsen-anhalt	2005	5	02.05.2005	IWD	iwd	Wirtschafts-spiegel	wirtschaftsspiegel
sachsen-anhalt	2005	4	18.04.2005	dimap	dimap	MDR	mdr
sachsen-anhalt	2005	1	24.01.2005	Infratestdimap	infratestdimap	MDR	mdr
sachsen-anhalt	2004	11	02.11.2004	IWD	iwd	Wirtschafts-spiegel	wirtschaftsspiegel
sachsen-anhalt	2004	5	04.05.2004	IWD	iwd	Wirtschafts-spiegel	wirtschaftsspiegel
sachsen-anhalt	2004	3	05.03.2004	IfM Leipzig	ifmleipzig	MitteldeutscheZeitung	mitteldeutschezeitung
sachsen-anhalt	2003	11	04.11.2003	IWD	iwd	MagdeburgerVolksstimme	magdeburgervolksstimme
sachsen-anhalt	2003	5	07.05.2003	IWD	iwd	MitteldeutscheZeitung	mitteldeutschezeitung
sachsen-anhalt	2002	11	06.11.2002	IWD	iwd	MagdeburgerVolksstimme	magdeburgervolksstimme
sachsen-anhalt	2002	4	19.04.2002	Forsa	forsa	MagdeburgerVolksstimme	magdeburgervolksstimme
sachsen-anhalt	2002	4	11.04.2002	Infratestdimap	infratestdimap	MDR	mdr
sachsen-anhalt	2002	3	28.03.2002	Emnid	emnid	n-tv	ntv
sachsen-anhalt	2002	3	15.03.2002	Forschungs-gruppe Wahlen	forschungsgruppewahlen	MagdeburgerVolksstimme	magdeburgervolksstimme
sachsen-anhalt	2002	2	28.02.2002	Infratestdimap	infratestdimap	MDR	mdr
sachsen-anhalt	2002	2	25.02.2002	IfM Leipzig	ifmleipzig	MitteldeutscheZeitung	mitteldeutschezeitung
sachsen-anhalt	2002	1	24.01.2002	Forsa	forsa	Die Woche	diewoche
sachsen-anhalt	2002	1	17.01.2002	Uni Halle	unihalle	SPD	spd
sachsen-anhalt	2001	12	18.12.2001	Infratestdimap	infratestdimap	MDR	mdr
sachsen-anhalt	2001	8	28.08.2001	Uni Halle	unihalle	SPD	spd
sachsen-anhalt	1998	4	23.04.1998	Infratestdimap	infratestdimap	MDR	mdr
sachsen-anhalt	1998	4	20.04.1998	Forsa	forsa	ProSieben	prosieben
sachsen-anhalt	1998	4	20.04.1998	Polis	polis	FOCUS	focus
sachsen-anhalt	1998	4	09.04.1998	Infratestdimap	infratestdimap	MDR	mdr
sachsen-anhalt	1998	4	03.04.1998	Forschungs-gruppe Wahlen	forschungsgruppewahlen	ZDF	zdf
sachsen-anhalt	1998	4	02.04.1998	Forsa	forsa	Die Woche	diewoche
sachsen-anhalt	1998	3	18.03.1998	Forsa	forsa	Die Woche	diewoche
sachsen-anhalt	1998	3	12.03.1998	Infratestdimap	infratestdimap	MDR	mdr
sachsen-anhalt	1998	1	29.01.1998	Infratestdimap	infratestdimap	MDR	mdr
schleswig-holstein	2017	5	04.05.2017	Forschungs-gruppe Wahlen	forschungsgruppewahlen	ZDF	zdf
schleswig-holstein	2017	4	29.04.2017	INSA	insa	BILD	bild
schleswig-holstein	2017	4	27.04.2017	Infratestdimap	infratestdimap	ARD	ard
schleswig-holstein	2017	4	27.04.2017	Forschungs-gruppe Wahlen	forschungsgruppewahlen	ZDF	zdf
schleswig-holstein	2017	4	20.04.2017	Infratestdimap	infratestdimap	NDR	ndr
schleswig-holstein	2017	4	06.04.2017	Infratestdimap	infratestdimap	NDR	ndr
schleswig-holstein	2017	3	16.03.2017	Infratestdimap	infratestdimap	NDR	ndr
schleswig-holstein	2016	12	09.12.2016	Infratestdimap	infratestdimap	NDR	ndr
schleswig-holstein	2016	10	19.10.2016	INSA	insa	BILD	bild
schleswig-holstein	2016	4	16.04.2016	Forsa	forsa	Lübecker undKieler Nachrichten	luebeckerundkielernachrichten
schleswig-holstein	2014	10	31.10.2014	Infratestdimap	infratestdimap	NDR	ndr
schleswig-holstein	2013	5	07.05.2013	Infratestdimap	infratestdimap	NDR	ndr
schleswig-holstein	2012	5	02.05.2012	GMS	gms	Sat.1 Nord-deutschland	sat1norddeutschland
schleswig-holstein	2012	4	27.04.2012	Forschungs-gruppe Wahlen	forschungsgruppewahlen	ZDF	zdf
schleswig-holstein	2012	4	26.04.2012	Infratestdimap	infratestdimap	ARD	ard
schleswig-holstein	2012	4	19.04.2012	Infratestdimap	infratestdimap	NDR	ndr
schleswig-holstein	2012	4	12.04.2012	Infratestdimap	infratestdimap	NDR	ndr
schleswig-holstein	2012	3	29.03.2012	Infratestdimap	infratestdimap	NDR	ndr
schleswig-holstein	2012	3	16.03.2012	dimap	dimap	FDP-Bundesverband	fdpbundesverband
schleswig-holstein	2012	3	05.03.2012	Forsa	forsa	CDU-Landesverband	cdulandesverband
schleswig-holstein	2012	2	17.02.2012	Infratestdimap	infratestdimap	NDR	ndr
schleswig-holstein	2012	1	20.01.2012	Emnid	emnid	FDP-Bundesverband	fdpbundesverband
schleswig-holstein	2011	11	18.11.2011	Forsa	forsa	sh:z	shz
schleswig-holstein	2011	9	28.09.2011	Infratestdimap	infratestdimap	NDR	ndr
schleswig-holstein	2011	8	17.08.2011	Forsa	forsa	LübeckerNachrichten	luebeckernachrichten
schleswig-holstein	2011	5	17.05.2011	Infratestdimap	infratestdimap	NDR	ndr
schleswig-holstein	2010	9	02.09.2010	Forsa	forsa	LübeckerNachrichten	luebeckernachrichten
schleswig-holstein	2010	9	01.09.2010	Infratestdimap	infratestdimap	NDR	ndr
schleswig-holstein	2010	4	03.04.2010	IfMLeipzig	ifmleipzig	sh:z	shz
schleswig-holstein	2009	9	21.09.2009	GMS	gms	Sat.1 Nord-deutschland	sat1norddeutschland
schleswig-holstein	2009	9	19.09.2009	Forsa	forsa	LübeckerNachrichten	luebeckernachrichten
schleswig-holstein	2009	9	18.09.2009	Forschungs-gruppe Wahlen	forschungsgruppewahlen	ZDF	zdf
schleswig-holstein	2009	9	16.09.2009	Infratestdimap	infratestdimap	ARD	ard
schleswig-holstein	2009	9	11.09.2009	Infratestdimap	infratestdimap	NDR	ndr
schleswig-holstein	2009	9	04.09.2009	Infratestdimap	infratestdimap	NDR	ndr
schleswig-holstein	2009	7	24.07.2009	IfMLeipzig	ifmleipzig	sh:z	shz
schleswig-holstein	2009	7	18.07.2009	Infratestdimap	infratestdimap	NDR	ndr
schleswig-holstein	2009	7	18.07.2009	Psephos	psephos	HamburgerAbendblatt	hamburgerabendblatt
schleswig-holstein	2009	7	17.07.2009	Forsa	forsa	LübeckerNachrichten	luebeckernachrichten
schleswig-holstein	2009	5	15.05.2009	Infratestdimap	infratestdimap	NDR	ndr
schleswig-holstein	2009	2	26.02.2009	dimap	dimap	Centrum fürpolit. Studien	centrumfuerpolitstudien
schleswig-holstein	2008	12	11.12.2008	dimap	dimap	Centrum fürpolit. Studien	centrumfuerpolitstudien
schleswig-holstein	2007	12	06.12.2007	Emnid	emnid	CDU-LV/-LT-Fraktion	cdulv/ltfraktion
schleswig-holstein	2007	11	19.11.2007	dimap	dimap	Centrum fürpolit. Studien	centrumfuerpolitstudien
schleswig-holstein	2007	9	22.09.2007	Psephos	psephos	LübeckerNachrichten	luebeckernachrichten
schleswig-holstein	2007	8	23.08.2007	Forsa	forsa	n-tv	ntv
schleswig-holstein	2007	6	06.06.2007	dimap	dimap	FDP-LT-Fraktion	fdpltfraktion
schleswig-holstein	2007	3	31.03.2007	IfMLeipzig	ifmleipzig	sh:z	shz
schleswig-holstein	2007	2	02.02.2007	Emnid	emnid	CDU-LV/-LT-Fraktion	cdulv/ltfraktion
schleswig-holstein	2006	6	13.06.2006	dimap	dimap	FlensburgerTageblatt	flensburgertageblatt
schleswig-holstein	2005	8	05.08.2005	Infratestdimap	infratestdimap	NDR	ndr
schleswig-holstein	2005	3	24.03.2005	Forsa	forsa	LübeckerNachrichten	luebeckernachrichten
schleswig-holstein	2005	2	16.02.2005	Forsa	forsa	n-tv	ntv
schleswig-holstein	2005	2	15.02.2005	UniversitätKiel	universitaetkiel	Uni Kiel	unikiel
schleswig-holstein	2005	2	11.02.2005	Forschungs-gruppe Wahlen	forschungsgruppewahlen	ZDF	zdf
schleswig-holstein	2005	2	10.02.2005	Infratestdimap	infratestdimap	NDR	ndr
schleswig-holstein	2005	2	08.02.2005	Forsa	forsa	LübeckerNachrichten	luebeckernachrichten
schleswig-holstein	2005	1	21.01.2005	Infratestdimap	infratestdimap	NDR	ndr
schleswig-holstein	2004	12	23.12.2004	Forsa	forsa	LübeckerNachrichten	luebeckernachrichten
schleswig-holstein	2004	12	15.12.2004	Infratestdimap	infratestdimap	NDR	ndr
schleswig-holstein	2004	11	05.11.2004	Infratestdimap	infratestdimap	ARD	ard
schleswig-holstein	2004	8	26.08.2004	Infratestdimap	infratestdimap	NDR	ndr
schleswig-holstein	2004	8	22.08.2004	Forsa	forsa	LübeckerNachrichten	luebeckernachrichten
schleswig-holstein	2004	5	28.05.2004	dimap	dimap	CDU-LV	cdulv
schleswig-holstein	2004	2	22.02.2004	Forsa	forsa	LübeckerNachrichten	luebeckernachrichten
schleswig-holstein	2003	12	17.12.2003	dimap	dimap	FDP	fdp
schleswig-holstein	2001	5	02.05.2001	dimap	dimap	FDP	fdp
schleswig-holstein	2000	2	25.02.2000	Forsa	forsa	RTL	rtl
schleswig-holstein	2000	2	18.02.2000	InfratestBurke	infratestburke	R.SH 	rsh
schleswig-holstein	2000	2	16.02.2000	Forsa	forsa	LübeckerNachrichten,Die Woche	luebeckernachrichten_diewoche
schleswig-holstein	2000	2	16.02.2000	Infratestdimap	infratestdimap	NDR	ndr
schleswig-holstein	2000	2	04.02.2000	Forschungs-gruppe Wahlen 	forschungsgruppewahlen	ZDF	zdf
schleswig-holstein	2000	2	02.02.2000	Forsa	forsa	LübeckerNachrichten,Die Woche	luebeckernachrichten_diewoche
schleswig-holstein	2000	2	02.02.2000	Infratestdimap	infratestdimap	NDR	ndr
schleswig-holstein	2000	1	28.01.2000	InfratestBurke	infratestburke	R.SH	rsh
schleswig-holstein	2000	1	26.01.2000	Forsa	forsa	RTL	rtl
schleswig-holstein	2000	1	20.01.2000	Infratestdimap	infratestdimap	ARD	ard
schleswig-holstein	2000	1	12.01.2000	Forsa	forsa	LübeckerNachrichten,Die Woche	luebeckernachrichten_diewoche
schleswig-holstein	2000	1	12.01.2000	Infratestdimap	infratestdimap	NDR	ndr
schleswig-holstein	1999	12	18.12.1999	InfratestBurke	infratestburke	R.SH	rsh
schleswig-holstein	1999	12	15.12.1999	Infratestdimap	infratestdimap	NDR	ndr
schleswig-holstein	1999	11	05.11.1999	InfratestBurke	infratestburke	R.SH	rsh
schleswig-holstein	1999	9	17.09.1999	InfratestBurke	infratestburke	R.SH	rsh
schleswig-holstein	1999	3	05.03.1999	InfratestBurke	infratestburke	R.SH	rsh
schleswig-holstein	1999	1	14.01.1999	InfratestBurke	infratestburke	R.SH	rsh
schleswig-holstein	996	2	26.02.1996 	Infas	infas	NDR	ndr
schleswig-holstein	993	12	01.12.1993 	Infas	infas	NDR	ndr
thueringen	2017	4	14.04.2017	INSA	insa	BILD	bild
thueringen	2016	12	02.12.2016	INSA	insa	ThüringischeLandeszeitung	thueringischelandeszeitung
thueringen	2016	11	22.11.2016	Infratestdimap	infratestdimap	MDR	mdr
thueringen	2016	6	22.06.2016	INSA	insa	ThüringischeLandeszeitung	thueringischelandeszeitung
thueringen	2016	6	17.06.2016	Infratestdimap	infratestdimap	MDR	mdr
thueringen	2016	4	20.04.2016	INSA	insa	ThüringischeLandeszeitung	thueringischelandeszeitung
thueringen	2016	1	15.01.2016	INSA	insa	ThüringischeLandeszeitung	thueringischelandeszeitung
thueringen	2015	10	16.10.2015	INSA	insa	ThüringischeLandeszeitung	thueringischelandeszeitung
thueringen	2015	9	17.09.2015	Infratestdimap	infratestdimap	MDR	mdr
thueringen	2015	7	08.07.2015	INSA	insa	ThüringischeLandeszeitung	thueringischelandeszeitung
thueringen	2015	6	05.06.2015	Infratestdimap	infratestdimap	MDR	mdr
thueringen	2015	4	01.04.2015	INSA	insa	ThüringischeLandeszeitung	thueringischelandeszeitung
thueringen	2015	2	03.02.2015	INSA	insa	ThüringischeLandeszeitung	thueringischelandeszeitung
thueringen	2014	9	11.09.2014	Forschungs-gruppeWahlen	forschungsgruppewahlen	ZDF	zdf
thueringen	2014	9	04.09.2014	Infratestdimap	infratestdimap	MDR	mdr
thueringen	2014	9	04.09.2014	Forschungs-gruppeWahlen	forschungsgruppewahlen	ZDF	zdf
thueringen	2014	8	08.08.2014	INSA	insa	BILD	bild
thueringen	2014	7	15.07.2014	Infratestdimap	infratestdimap	MDR	mdr
thueringen	2014	7	05.07.2014	INSA	insa	ThüringischeLandeszeitung	thueringischelandeszeitung
thueringen	2014	5	14.05.2014	Infratestdimap	infratestdimap	MDR	mdr
thueringen	2014	3	14.03.2014	Infratestdimap	infratestdimap	MDR	mdr
thueringen	2014	2	20.02.2014	INSA	insa	BILD	bild
thueringen	2014	1	28.01.2014	aproxima	aproxima	ThüringischeLandeszeitung	thueringischelandeszeitung
thueringen	2013	12	27.12.2013	INSA	insa	BILD	bild
thueringen	2013	11	09.11.2013	INSA	insa	ThüringerAllgemeine	thueringerallgemeine
thueringen	2013	11	05.11.2013	Emnid	emnid	Emnid	emnid
thueringen	2013	8	20.08.2013	Infratestdimap	infratestdimap	MDR	mdr
thueringen	2013	7	05.07.2013	Infratestdimap	infratestdimap	MDR	mdr
thueringen	2012	5	18.05.2012	Infratestdimap	infratestdimap	MDR	mdr
thueringen	2011	8	13.08.2011	IfM Leipzig	ifmleipzig	OsterländerVolkszeitung	osterlaendervolkszeitung
thueringen	2010	5	05.05.2010	Infratestdimap	infratestdimap	MDR	mdr
thueringen	2009	8	25.08.2009	TU Ilmenau	tuilmenau	TU Ilmenau	tuilmenau
thueringen	2009	8	22.08.2009	IfM Leipzig	ifmleipzig	Freies Wort	freieswort
thueringen	2009	8	21.08.2009	Forschungs-gruppeWahlen	forschungsgruppewahlen	ZDF	zdf
thueringen	2009	8	20.08.2009	Infratestdimap	infratestdimap	ARD	ard
thueringen	2009	8	12.08.2009	Infratestdimap	infratestdimap	MDR	mdr
thueringen	2009	7	29.07.2009	Forsa	forsa	Stern	stern
thueringen	2009	6	25.06.2009	Infratestdimap	infratestdimap	MDR	mdr
thueringen	2009	5	25.05.2009	IfM Leipzig	ifmleipzig	Freies Wort	freieswort
thueringen	2009	5	19.05.2009	Forsa	forsa	Stern	stern
thueringen	2009	5	14.05.2009	Infratestdimap	infratestdimap	MDR	mdr
thueringen	2009	3	25.03.2009	Infratestdimap	infratestdimap	MDR	mdr
thueringen	2009	3	10.03.2009	GESS	gess	Centrum fürpolit. Studien	centrumfuerpolitstudien
thueringen	2009	1	22.01.2009	Forsa	forsa	TollesThüringen	tollesthueringen
thueringen	2008	11	05.11.2008	IfM Leipzig	ifmleipzig	Freies Wort	freieswort
thueringen	2008	9	10.09.2008	Forsa	forsa	ThüringerAllgemeine	thueringerallgemeine
thueringen	2008	7	30.07.2008	dimap	dimap	ThüringerStaatskanzlei	thueringerstaatskanzlei
thueringen	2008	5	08.05.2008	Infratestdimap	infratestdimap	MDR	mdr
thueringen	2008	4	15.04.2008	IfM Leipzig	ifmleipzig	Freies Wort	freieswort
thueringen	2008	3	02.03.2008	Emnid	emnid	Bild amSonntag	bildamsonntag
thueringen	2008	2	28.02.2008	Infratestdimap	infratestdimap	ThüringerStaatskanzlei	thueringerstaatskanzlei
thueringen	2007	12	17.12.2007	IfM Leipzig	ifmleipzig	Freies Wort	freieswort
thueringen	2007	8	29.08.2007	IfM Leipzig	ifmleipzig	Freies Wort	freieswort
