state	year	month	date	pollster	pollster_safe	purchaser	purchaser_safe
brandenburg	2011	8	24.08.2011	Infratestdimap	infratestdimap	RBB, MärkischeAllgemeine	rbb_maerkischeallgemeine
brandenburg	2011	3	10.03.2011	InfratestPolitik-forschung	infratestpolitikforschung	SPD-Landesverband	spdlandesverband
brandenburg	2010	9	22.09.2010	Infratestdimap	infratestdimap	RBB, MärkischeAllgemeine	rbb_maerkischeallgemeine
brandenburg	2010	4	01.04.2010	InfratestPolitik-forschung	infratestpolitikforschung	SPD-Landesverband	spdlandesverband
brandenburg	2010	2	10.02.2010	Infratestdimap	infratestdimap	RBB, MärkischeAllgemeine	rbb_maerkischeallgemeine
brandenburg	2009	12	03.12.2009	Infratestdimap	infratestdimap	RBB, MärkischeAllgemeine	rbb_maerkischeallgemeine
brandenburg	2009	9	18.09.2009	Forschungs-gruppe Wahlen	forschungsgruppewahlen	ZDF	zdf
brandenburg	2009	9	16.09.2009	Infratestdimap	infratestdimap	ARD	ard
brandenburg	2009	9	09.09.2009	Infratestdimap	infratestdimap	RBB, MärkischeAllgemeine	rbb_maerkischeallgemeine
brandenburg	2009	5	12.05.2009	Infratestdimap	infratestdimap	RBB, MärkischeAllgemeine	rbb_maerkischeallgemeine
brandenburg	2009	4	03.04.2009	GESS	gess	Centrum fürpolit. Studien	centrumfuerpolitstudien
brandenburg	2009	3	05.03.2009	Infratest	infratest	SPD-Landesverband	spdlandesverband
brandenburg	2009	2	12.02.2009	Emnid	emnid	DIE LINKE-Landesverband	dielinkelandesverband
brandenburg	2008	9	17.09.2008	Infratestdimap	infratestdimap	RBB, MärkischeAllgemeine	rbb_maerkischeallgemeine
brandenburg	2008	4	17.04.2008	Forsa	forsa	n-tv	ntv
brandenburg	2008	4	08.04.2008	Infratestdimap	infratestdimap	RBB, MärkischeAllgemeine	rbb_maerkischeallgemeine
brandenburg	2008	3	02.03.2008	Emnid	emnid	Bild amSonntag	bildamsonntag
brandenburg	2008	2	23.02.2008	Infratest	infratest	SPD-LV (?)	spdlv
brandenburg	2008	1	14.01.2008	Emnid	emnid	DIE LINKE-Landesverband	dielinkelandesverband
brandenburg	2007	10	31.10.2007	Infratestdimap	infratestdimap	RBB, MärkischeAllgemeine	rbb_maerkischeallgemeine
brandenburg	2007	3	28.03.2007	Infratest	infratest	SPD-LT-Fraktion	spdltfraktion
brandenburg	2007	3	14.03.2007	Infratestdimap	infratestdimap	RBB, MärkischeAllgemeine	rbb_maerkischeallgemeine
brandenburg	2006	11	22.11.2006	Infratestdimap	infratestdimap	RBB, MärkischeAllgemeine	rbb_maerkischeallgemeine
brandenburg	2006	6	01.06.2006	Infratestdimap	infratestdimap	RBB, MärkischeAllgemeine	rbb_maerkischeallgemeine
brandenburg	2006	4	07.04.2006	Forsa	forsa	SPD-LT-Fraktion	spdltfraktion
brandenburg	2005	12	09.12.2005	Infratest	infratest	SPD	spd
brandenburg	2005	8	22.08.2005	Infratestdimap	infratestdimap	Infratestdimap	infratestdimap
brandenburg	2005	6	08.06.2005	Infratestdimap	infratestdimap	RBB, MärkischeAllgemeine	rbb_maerkischeallgemeine
brandenburg	2004	9	10.09.2004	Forschungs-gruppe Wahlen	forschungsgruppewahlen	ZDF	zdf
brandenburg	2004	9	09.09.2004	Infratestdimap	infratestdimap	MärkischeAllgemeine	maerkischeallgemeine
brandenburg	2004	9	07.09.2004	Forsa	forsa	Stern	stern
brandenburg	2004	9	04.09.2004	Emnid	emnid	BerlinerMorgenpost	berlinermorgenpost
brandenburg	2004	9	01.09.2004	Infratest	infratest	SPD	spd
brandenburg	2004	8	24.08.2004	Forsa	forsa	Stern	stern
brandenburg	2004	8	11.08.2004	Infratestdimap	infratestdimap	MärkischeAllgemeine	maerkischeallgemeine
brandenburg	2004	8	09.08.2004	Forsa	forsa	SPD	spd
brandenburg	2004	7	29.07.2004	Usuma	usuma	CDU	cdu
brandenburg	2004	6	03.06.2004	Forsa	forsa	SPD	spd
brandenburg	2004	3	25.03.2004	Infratestdimap	infratestdimap	MärkischeAllgemeine	maerkischeallgemeine
brandenburg	2003	10	22.10.2003	Infratestdimap	infratestdimap	MärkischeAllgemeine	maerkischeallgemeine
brandenburg	2003	6	20.06.2003	Infratestdimap	infratestdimap	RBB	rbb
brandenburg	2003	3	12.03.2003	Infratestdimap	infratestdimap	ORB	orb
brandenburg	2002	12	15.12.2002	dimap	dimap	BZ am Sonntag	bzamsonntag
brandenburg	2002	9	05.09.2002	Infratestdimap	infratestdimap	ORB	orb
brandenburg	2002	7	05.07.2002	Infratestdimap	infratestdimap	ORB	orb
brandenburg	2002	5	05.05.2002	Infratestdimap	infratestdimap	ORB	orb
brandenburg	2002	3	28.03.2002	Infratestdimap	infratestdimap	ORB	orb
brandenburg	2001	10	1?.10.2001	Infratestdimap	infratestdimap	ORB	orb
brandenburg	2000	9	06.09.2000	Infratestdimap	infratestdimap	ORB	orb
brandenburg	2000	9	06.09.2000	Infratestdimap	infratestdimap	Infratestdimap	infratestdimap
brandenburg	1999	8	27.08.1999	Infratestdimap	infratestdimap	ORB, MärkischeAllgemeine	orb_maerkischeallgemeine
brandenburg	1999	8	18.08.1999	dimap	dimap	CDU	cdu
brandenburg	1999	8	12.08.1999	Forsa	forsa	SPD	spd
brandenburg	1999	7	09.07.1999	Infratestdimap	infratestdimap	ORB, MärkischeAllgemeine, AntenneBrandenburg	orb_maerkischeallgemeine_antennebrandenburg
brandenburg	1999	6	26.06.1999	dimap	dimap	CDU	cdu
brandenburg	1999	5	29.05.1999	Infratestdimap	infratestdimap	BerlinerMorgenpost	berlinermorgenpost
brandenburg	1999	3	26.03.1999	Infratestdimap	infratestdimap	ORB	orb
brandenburg	1998	12	04.12.1998	Infratestdimap	infratestdimap	ORB	orb
brandenburg	1998	4	07.04.1998	Infratestdimap	infratestdimap	ORB	orb
bremen	2017	1	19.01.2017	Infratestdimap	infratestdimap	Radio Bremen	radiobremen
bremen	2016	5	10.05.2016	Infratestdimap	infratestdimap	Weser-Kurier	weserkurier
bremen	2015	5	07.05.2015	Forschungs-gruppe Wahlen	forschungsgruppewahlen	ZDF	zdf
bremen	2015	4	30.04.2015	Infratestdimap	infratestdimap	ARD	ard
bremen	2015	4	30.04.2015	Forschungs-gruppe Wahlen	forschungsgruppewahlen	ZDF	zdf
bremen	2015	4	23.04.2015	INSA	insa	BILD	bild
bremen	2015	4	18.04.2015	Infratestdimap	infratestdimap	Weser-Kurier	weserkurier
bremen	2014	6	26.06.2014	FGWTelefonfeld *	fgwtelefonfeld	CDU-LV	cdulv
bremen	2014	2	14.02.2014	Emnid	emnid	GRÜNE	gruene
bremen	2011	5	13.05.2011	Forschungs-gruppe Wahlen	forschungsgruppewahlen	ZDF	zdf
bremen	2011	5	12.05.2011	Infratestdimap	infratestdimap	ARD	ard
bremen	2011	4	30.04.2011	Emnid	emnid	FOCUS	focus
bremen	2011	2	19.02.2011	Forsa	forsa	Weser-Kurier	weserkurier
bremen	2010	12	22.12.2010	KonkretMarktforschung	konkretmarktforschung	BILD	bild
bremen	2010	3	30.03.2010	Emnid	emnid	GRÜNE-Bürg.-Fraktion	gruenebuergfraktion
bremen	2007	5	04.05.2007	Forschungs-gruppe Wahlen	forschungsgruppewahlen	ZDF	zdf
bremen	2007	4	26.04.2007	Infratestdimap	infratestdimap	ARD	ard
bremen	2005	4	01.04.2005	Emnid	emnid	GRÜNE	gruene
bremen	2003	5	16.05.2003	Infratestdimap	infratestdimap	ARD	ard
bremen	2003	5	09.05.2003	Forschungs-gruppe Wahlen	forschungsgruppewahlen	ZDF	zdf
bremen	2003	5	06.05.2003	Forsa	forsa	Stern, RTL	stern_rtl
bremen	2003	5	03.05.2003	Infratestdimap	infratestdimap	FOCUSQuelle	focus
bremen	2003	4	16.04.2003	Infratest	infratest	SPD	spd
bremen	1999	5	28.05.1999	Uni Bremen	unibremen	ZDF	zdf
hamburg	2016	11	24.11.2016	UniversitätHamburg	universitaethamburg	UniversitätHamburg	universitaethamburg
hamburg	2016	4	07.04.2016	Infratestdimap	infratestdimap	NDR	ndr
hamburg	2016	1	21.01.2016	Trend ResearchHamburg	trendresearchhamburg	Radio Hamburg	radiohamburg
hamburg	2015	2	12.02.2015	Forschungs-gruppe Wahlen	forschungsgruppewahlen	ZDF	zdf
hamburg	2015	2	06.02.2015	Forschungs-gruppe Wahlen	forschungsgruppewahlen	ZDF	zdf
hamburg	2015	2	05.02.2015	Infratestdimap	infratestdimap	ARD	ard
hamburg	2015	1	29.01.2015	Infratestdimap	infratestdimap	NDR	ndr
hamburg	2015	2	10.02.2015	UniversitätHamburg	universitaethamburg	UniversitätHamburg	universitaethamburg
hamburg	2015	1	14.01.2015	INSA	insa	BILD	bild
hamburg	2015	1	14.01.2015	Infratestdimap	infratestdimap	NDR	ndr
hamburg	2015	2	10.02.2015	UniversitätHamburg	universitaethamburg	UniversitätHamburg	universitaethamburg
hamburg	2014	12	15.12.2014	mafo.de	mafode	HamburgerMorgenpost	hamburgermorgenpost
hamburg	2014	12	11.12.2014	Infratestdimap	infratestdimap	NDR	ndr
hamburg	2014	11	08.11.2014	GESSPhone & Field	gessphone&field	HamburgerAbendblatt, WELT	hamburgerabendblatt_welt
hamburg	2014	5	09.05.2014	mafo.de	mafode	HamburgerMorgenpost	hamburgermorgenpost
hamburg	2014	2	15.02.2014	GESSPhone & Field	gessphone&field	HamburgerAbendblatt, WELT	hamburgerabendblatt_welt
hamburg	2014	1	15.01.2014	Infratestdimap	infratestdimap	NDR	ndr
hamburg	2013	6	26.06.2013	UniversitätHamburg	universitaethamburg	UniversitätHamburg	universitaethamburg
hamburg	2013	2	09.02.2013	GESSPhone & Field	gessphone&field	HamburgerAbendblatt	hamburgerabendblatt
hamburg	2012	10	18.10.2012	UniversitätHamburg	universitaethamburg	UniversitätHamburg	universitaethamburg
hamburg	2012	2	19.02.2012	GESSPhone & Field	gessphone&field	HamburgerAbendblatt	hamburgerabendblatt
hamburg	2012	1	19.01.2012	Infratestdimap	infratestdimap	NDR	ndr
hamburg	2011	12	07.12.2011	YouGov	yougov	HamburgerMorgenpost	hamburgermorgenpost
hamburg	2011	6	13.06.2011	Psephos	psephos	HamburgerAbendblatt	hamburgerabendblatt
hamburg	2011	2	17.02.2011	GMS	gms	Sat.1	sat1
hamburg	2011	2	13.02.2011	Emnid	emnid	Focus	focus
hamburg	2011	2	11.02.2011	Forschungs-gruppe Wahlen	forschungsgruppewahlen	ZDF	zdf
hamburg	2011	2	10.02.2011	Infratestdimap	infratestdimap	ARD	ard
hamburg	2011	2	03.02.2011	Infratestdimap	infratestdimap	NDR	ndr
hamburg	2011	2	01.02.2011	Trend ResearchHamburg	trendresearchhamburg	Radio Hamburg,Oldie 95	radiohamburg_oldie95
hamburg	2011	1	13.01.2011	Infratestdimap	infratestdimap	NDR	ndr
hamburg	2010	12	15.12.2010	Trend ResearchHamburg	trendresearchhamburg	Radio Hamburg,Oldie 95	radiohamburg_oldie95
hamburg	2010	12	13.12.2010	Infratestdimap	infratestdimap	NDR	ndr
hamburg	2010	12	08.12.2010	Trend ResearchHamburg	trendresearchhamburg	Radio Hamburg,Oldie 95	radiohamburg_oldie95
hamburg	2010	12	02.12.2010	Trend ResearchHamburg	trendresearchhamburg	Radio Hamburg,Oldie 95	radiohamburg_oldie95
hamburg	2010	12	01.12.2010	Psephos	psephos	HamburgerAbendblatt	hamburgerabendblatt
hamburg	2010	12	01.12.2010	Forschungs-gruppe Wahlen	forschungsgruppewahlen	ZDF	zdf
hamburg	2010	11	12.11.2010	Psephos	psephos	Sat.1, BILD,DIE WELT	sat1_bild_diewelt
hamburg	2010	10	20.10.2010	Trend ResearchHamburg	trendresearchhamburg	Radio Hamburg,Oldie 95	radiohamburg_oldie95
hamburg	2010	7	21.07.2010	Psephos	psephos	HamburgerAbendblatt	hamburgerabendblatt
hamburg	2010	7	08.07.2010	Psephos	psephos	Sat.1, BILD,DIE WELT	sat1_bild_diewelt
hamburg	2010	4	26.04.2010	Psephos	psephos	HamburgerAbendblatt	hamburgerabendblatt
hamburg	2010	2	22.02.2010	Infratestdimap	infratestdimap	NDR	ndr
hamburg	2009	12	20.12.2009	Psephos	psephos	HamburgerAbendblatt	hamburgerabendblatt
hamburg	2009	12	02.12.2009	Psephos	psephos	Hamburg 1,BILD	hamburg1_bild
hamburg	2009	2	26.02.2009	Infratestdimap	infratestdimap	NDR	ndr
hamburg	2008	11	28.11.2008	Psephos	psephos	HamburgerAbendblatt	hamburgerabendblatt
hamburg	2008	5	06.05.2008	Psephos	psephos	NDR, HamburgerAbendblatt	ndr_hamburgerabendblatt
hamburg	2008	2	21.02.2008	GMS	gms	Sat.1	sat1
hamburg	2008	2	20.02.2008	election.de	electionde	RTL	rtl
hamburg	2008	2	18.02.2008	Psephos	psephos	HamburgerAbendblatt	hamburgerabendblatt
hamburg	2008	2	17.02.2008	Infratestdimap	infratestdimap	NDR	ndr
hamburg	2008	2	16.02.2008	Emnid	emnid	Quelle:FOCUS	focus
hamburg	2008	2	15.02.2008	Forschungs-gruppe Wahlen	forschungsgruppewahlen	ZDF	zdf
hamburg	2008	2	14.02.2008	Infratestdimap	infratestdimap	NDR	ndr
hamburg	2008	2	01.02.2008	Infratestdimap	infratestdimap	NDR	ndr
hamburg	2008	1	24.01.2008	Psephos	psephos	HamburgerAbendblatt	hamburgerabendblatt
hamburg	2008	1	23.01.2008	election.de	electionde	HamburgerMorgenpost	hamburgermorgenpost
hamburg	2008	1	07.01.2008	Infratestdimap	infratestdimap	NDR	ndr
hamburg	2008	1	05.01.2008	Emnid	emnid	Bild amSonntag	bildamsonntag
hamburg	2007	12	29.12.2007	AMRDüsseldorf	amrduesseldorf	Der Spiegel	derspiegel
hamburg	2007	12	14.12.2007	Infratestdimap	infratestdimap	NDR	ndr
hamburg	2007	12	11.12.2007	TNS Infratest	tnsinfratest	SPD-Landes-organisation	spdlandesorganisation
hamburg	2007	12	08.12.2007	Psephos	psephos	HamburgerAbendblatt	hamburgerabendblatt
hamburg	2007	12	08.12.2007	Emnid	emnid	Emnid	emnid
hamburg	2007	9	06.09.2007	Infratestdimap	infratestdimap	ARD	ard
hamburg	2007	8	28.08.2007	TNS Infratest	tnsinfratest	Cicero	cicero
hamburg	2007	7	06.07.2007	Psephos	psephos	NDR, HamburgerAbendblatt	ndr_hamburgerabendblatt
hamburg	2007	5	23.05.2007	Forsa	forsa	Stern	stern
hamburg	2007	3	19.03.2007	Emnid	emnid	Bild	bild
hamburg	2007	2	28.02.2007	Psephos	psephos	Hamburg 1,HamburgerAbendblatt	hamburg1_hamburgerabendblatt
hamburg	2007	2	12.02.2007	Emnid	emnid	Die WeltBild	dieweltbild
hamburg	2007	1	05.01.2007	Psephos	psephos	NDR, HamburgerAbendblatt	ndr_hamburgerabendblatt
hamburg	2006	10	26.10.2006	Infratestdimap	infratestdimap	HamburgerMorgenpost	hamburgermorgenpost
hamburg	2006	8	10.08.2006	Forsa	forsa	n-tv	ntv
hamburg	2006	5	05.05.2006	Psephos	psephos	HamburgerAbendblatt	hamburgerabendblatt
hamburg	2006	2	17.02.2006	Psephos	psephos	HamburgerAbendblatt	hamburgerabendblatt
hamburg	2006	2	13.02.2006	Emnid	emnid	Die Welt	diewelt
hamburg	2006	1	09.01.2006	Psephos	psephos	HamburgerAbendblatt	hamburgerabendblatt
hamburg	2005	9	10.09.2005	Psephos	psephos	HamburgerAbendblatt	hamburgerabendblatt
hamburg	2005	8	06.08.2005	Emnid	emnid	Die Welt, BILD,Radio Hamburg	diewelt_bild_radiohamburg
hamburg	2005	4	27.04.2005	Psephos	psephos	HamburgerAbendblatt	hamburgerabendblatt
hamburg	2005	2	25.02.2005	Psephos	psephos	HamburgerAbendblatt	hamburgerabendblatt
hamburg	2004	10	26.10.2004	Psephos	psephos	HamburgerAbendblatt	hamburgerabendblatt
hamburg	2004	8	12.08.2004	Emnid	emnid	BILD	bild
hamburg	2004	6	25.06.2004	Psephos	psephos	HamburgerAbendblatt	hamburgerabendblatt
hamburg	2004	6	25.06.2004	Psephos	psephos	HamburgerAbendblatt	hamburgerabendblatt
hamburg	2004	2	27.02.2004	Forsa	forsa	Stern	stern
hamburg	2004	2	25.02.2004	Emnid	emnid	Die Welt	diewelt
hamburg	2004	2	25.02.2004	Forsa	forsa	HamburgerMorgenpost	hamburgermorgenpost
hamburg	2004	2	24.02.2004	Psephos	psephos	HamburgerAbendblatt	hamburgerabendblatt
hamburg	2004	2	20.02.2004	Forschungs-gruppe Wahlen	forschungsgruppewahlen	ZDF	zdf
hamburg	2004	2	18.02.2004	Infratestdimap	infratestdimap	NDR	ndr
hamburg	2004	2	17.02.2004	Forsa	forsa	Stern	stern
hamburg	2004	2	10.02.2004	Forsa	forsa	Stern	stern
hamburg	2004	2	04.02.2004	Infratestdimap	infratestdimap	NDR	ndr
hamburg	2004	2	03.02.2004	Forsa	forsa	Stern	stern
hamburg	2004	2	02.02.2004	Emnid	emnid	Die Welt	diewelt
hamburg	2004	1	14.01.2004	Infratestdimap	infratestdimap	NDR	ndr
hamburg	2004	1	09.01.2004	Psephos	psephos	HamburgerAbendblatt	hamburgerabendblatt
hamburg	2003	12	17.12.2003	Forsa	forsa	Stern	stern
hamburg	2003	12	15.12.2003	Infratest	infratest	Der Spiegel	derspiegel
hamburg	2003	12	12.12.2003	Emnid	emnid	Die Welt	diewelt
hamburg	2003	12	11.12.2003	Psephos	psephos	HamburgerAbendblatt	hamburgerabendblatt
hamburg	2003	12	09.12.2003	Infratestdimap	infratestdimap	NDR	ndr
hamburg	2003	12	05.12.2003	Emnid	emnid	Die Welt	diewelt
hamburg	2003	10	10.10.2003	Psephos	psephos	HamburgerAbendblatt	hamburgerabendblatt
hamburg	2003	9	11.09.2003	Infratestdimap	infratestdimap	NDR	ndr
hamburg	2003	8	23.08.2003	NFO Infratest	nfoinfratest	DER SPIEGEL	derspiegel
hamburg	2003	8	23.08.2003	Psephos	psephos	HamburgerAbendblatt	hamburgerabendblatt
hamburg	2003	8	21.08.2003	Emnid	emnid	Die Welt	diewelt
hamburg	2003	2	09.02.2003	Emnid	emnid	Die Welt	diewelt
hamburg	2002	10	25.10.2002	Psephos	psephos	NDR, HamburgerAbendblatt	ndr_hamburgerabendblatt
hamburg	2002	9	09.09.2002	Emnid	emnid	Die Welt	diewelt
hamburg	2002	2	07.02.2002	Emnid	emnid	BILD	bild
hamburg	2002	2	02.02.2002	Psephos	psephos	NDR, HamburgerAbendblatt	ndr_hamburgerabendblatt
hamburg	2002	1	25.01.2002	Forsa	forsa	Die Welt	diewelt
hamburg	2001	9	20.09.2001	Forsa	forsa	Die Welt,Radio Hamburg,RTL-Nord	diewelt_radiohamburg_rtlnord
hamburg	2001	9	13.09.2001	Infratestdimap	infratestdimap	NDR, HamburgerAbendblatt	ndr_hamburgerabendblatt
hamburg	2001	9	12.09.2001	Emnid	emnid	BILD	bild
hamburg	2001	9	08.09.2001	Forschungs-gruppe Wahlen	forschungsgruppewahlen	SüddeutscheZeitung	sueddeutschezeitung
hamburg	2001	9	06.09.2001	Infratestdimap	infratestdimap	NDR, HamburgerAbendblatt	ndr_hamburgerabendblatt
hamburg	2001	8	29.08.2001	Forsa	forsa	Die Welt,Radio Hamburg,RTL-Nord	diewelt_radiohamburg_rtlnord
hamburg	2001	8	16.08.2001	Infratestdimap	infratestdimap	NDR, HamburgerAbendblatt	ndr_hamburgerabendblatt
hamburg	2001	7	12.07.2001	Infratestdimap	infratestdimap	HamburgerAbendblatt	hamburgerabendblatt
hamburg	2001	7	05.07.2001	Forsa	forsa	Die Welt	diewelt
hamburg	2001	6	14.06.2001	Infratestdimap	infratestdimap	NDR, HamburgerAbendblatt	ndr_hamburgerabendblatt
hamburg	2001	5	11.05.2001	Forsa	forsa	Die Welt	diewelt
hamburg	2001	3	30.03.2001	Forsa	forsa	Die Welt,Radio Hamburg,RTL-Nord	diewelt_radiohamburg_rtlnord
hamburg	2001	2	06.02.2001	Psephos	psephos	HamburgerAbendblatt	hamburgerabendblatt
hamburg	2000	12	01.12.2000	Infratestdimap	infratestdimap	NDR,Die Welt	ndr_diewelt
hamburg	2000	5	27.05.2000	Psephos	psephos	HamburgerAbendblatt	hamburgerabendblatt
hamburg	1999	11	11.11.1999	Psephos	psephos	HamburgerAbendblatt	hamburgerabendblatt
hamburg	1999	9	11.09.1999	Infratestdimap	infratestdimap	NDR,Die Welt	ndr_diewelt
hamburg	1997	9	1?.09.1997	Infratestdimap	infratestdimap	NDR,FOCUS	ndr_focus
hamburg	1997	2	22.02.1997	Psephos	psephos	HamburgerAbendblatt	hamburgerabendblatt
hessen	2017	1	12.01.2017	Infratestdimap	infratestdimap	HessischerRundfunk	hessischerrundfunk
hessen	2016	8	24.08.2016	dimap	dimap	CDU LVHessen	cdulvhessen
hessen	2016	4	18.04.2016	Forsa	forsa	FrankfurterNeue Presse	frankfurterneuepresse
hessen	2016	1	20.01.2016	Infratestdimap	infratestdimap	HessischerRundfunk	hessischerrundfunk
hessen	2015	9	02.09.2015	Forsa	forsa	stern, FrankfurterNeue Presse	stern_frankfurterneuepresse
hessen	2015	7	20.07.2015	dimap	dimap	CDU LVHessen	cdulvhessen
hessen	2014	12	16.12.2014	dimap	dimap	CDU LVHessen	cdulvhessen
hessen	2014	3	14.03.2014	Forsa	forsa	FrankfurterNeue Presse	frankfurterneuepresse
hessen	2013	9	12.09.2013	Infratestdimap	infratestdimap	ARD	ard
hessen	2013	9	12.09.2013	ForschungsgruppeWahlen	forschungsgruppewahlen	ZDF	zdf
hessen	2013	9	03.09.2013	Forsa	forsa	FrankfurterNeue Presse	frankfurterneuepresse
hessen	2013	8	28.08.2013	ForschungsgruppeWahlen	forschungsgruppewahlen	FAZ, FFH	faz_ffh
hessen	2013	8	21.08.2013	Infratestdimap	infratestdimap	HessischerRundfunk	hessischerrundfunk
hessen	2013	7	17.07.2013	Forsa	forsa	stern, FrankfurterNeue Presse	stern_frankfurterneuepresse
hessen	2013	7	03.07.2013	ForschungsgruppeWahlen	forschungsgruppewahlen	FAZ, FFH	faz_ffh
hessen	2013	5	21.05.2013	dimap	dimap	CDU LVHessen	cdulvhessen
hessen	2013	4	17.04.2013	ForschungsgruppeWahlen	forschungsgruppewahlen	FAZ, FFH	faz_ffh
hessen	2012	12	05.12.2012	Infratestdimap	infratestdimap	HessischerRundfunk	hessischerrundfunk
hessen	2012	1	18.01.2012	Infratestdimap	infratestdimap	HessischerRundfunk	hessischerrundfunk
hessen	2011	12	09.12.2011	ForschungsgruppeWahlen	forschungsgruppewahlen	FAZ, FFH	faz_ffh
hessen	2011	12	08.12.2011	Infratestdimap	infratestdimap	HessischerRundfunk	hessischerrundfunk
hessen	2010	11	13.11.2010	ForschungsgruppeWahlen	forschungsgruppewahlen	FAZ, FFH	faz_ffh
hessen	2009	1	14.01.2009	Forsa	forsa	FrankfurterRundschau	frankfurterrundschau
hessen	2009	1	10.01.2009	ForschungsgruppeWahlen	forschungsgruppewahlen	ZDF, FAZ,FFH	zdf_faz_ffh
hessen	2009	1	08.01.2009	Infratestdimap	infratestdimap	ARD,HessischerRundfunk	ard_hessischerrundfunk
hessen	2008	12	19.12.2008	GMS	gms	Sat.1	sat1
hessen	2008	12	18.12.2008	Emnid	emnid	Cicero	cicero
hessen	2008	12	16.12.2008	Forsa	forsa	stern,FrankfurterRundschau	stern_frankfurterrundschau
hessen	2008	12	05.12.2008	Forschungs-gruppeWahlen *	forschungsgruppewahlen	ZDF, FAZ,FFH	zdf_faz_ffh
hessen	2008	12	04.12.2008	Infratestdimap	infratestdimap	HessischerRundfunk	hessischerrundfunk
hessen	2008	11	06.11.2008	Infratestdimap	infratestdimap	HessischerRundfunk	hessischerrundfunk
hessen	2008	9	04.09.2008	Infratestdimap	infratestdimap	ARD,HessischerRundfunk	ard_hessischerrundfunk
hessen	2008	8	27.08.2008	Forsa	forsa	stern,FrankfurterRundschau	stern_frankfurterrundschau
hessen	2008	6	05.06.2008	Forsa	forsa	n-tv	ntv
hessen	2008	4	09.04.2008	Forsa	forsa	stern.de	sternde
hessen	2008	4	06.04.2008	Emnid	emnid	Bild amSonntag	bildamsonntag
hessen	2008	3	08.03.2008	Emnid	emnid	Focus	focus
hessen	2008	1	25.01.2008	Forsa	forsa	RTL	rtl
hessen	2007	1	25.01.2007	AMRDüsseldorf	amrduesseldorf	Quelle: dpa	dpa
hessen	2008	1	22.01.2008	Forsa	forsa	FrankfurterRundschau	frankfurterrundschau
hessen	2008	1	18.01.2008	GMS	gms	Quelle: CDU-LV Hessen	cdulvhessen
hessen	2008	1	18.01.2008	ForschungsgruppeWahlen	forschungsgruppewahlen	ZDF	zdf
hessen	2008	1	17.01.2008	Infratestdimap	infratestdimap	ARD	ard
hessen	2008	1	11.01.2008	ForschungsgruppeWahlen	forschungsgruppewahlen	FAZ, FFH	faz_ffh
hessen	2008	1	09.01.2008	Infratestdimap	infratestdimap	HessischerRundfunk	hessischerrundfunk
hessen	2008	1	05.01.2008	Emnid	emnid	Bild amSonntag	bildamsonntag
hessen	2007	12	29.12.2007	AMRDüsseldorf	amrduesseldorf	Der Spiegel	derspiegel
hessen	2007	12	12.12.2007	Forsa	forsa	stern,FrankfurterRundschau	stern_frankfurterrundschau
hessen	2007	12	07.12.2007	ForschungsgruppeWahlen	forschungsgruppewahlen	ZDF, FAZ,FFH	zdf_faz_ffh
hessen	2007	9	26.09.2007	Forsa	forsa	stern,FrankfurterRundschau	stern_frankfurterrundschau
hessen	2007	9	06.09.2007	Infratestdimap	infratestdimap	ARD	ard
hessen	2007	7	24.07.2007	TNSInfratest	tnsinfratest	Cicero	cicero
hessen	2007	6	28.06.2007	Forsa	forsa	n-tv	ntv
hessen	2007	5	20.05.2007	Emnid	emnid	Bild amSonntag	bildamsonntag
hessen	2007	3	24.03.2007	Infratestdimap	infratestdimap	HessischerRundfunk	hessischerrundfunk
hessen	2007	3	14.03.2007	Forsa	forsa	n-tv	ntv
hessen	2006	12	14.12.2006	Forsa	forsa	n-tv	ntv
hessen	2006	10	12.10.2006	Forsa	forsa	n-tv	ntv
hessen	2006	6	15.06.2006	Forsa	forsa	n-tv	ntv
hessen	2006	3	19.03.2006	Infratestdimap	infratestdimap	HessischerRundfunk	hessischerrundfunk
hessen	2003	10	19.10.2003	Infratestdimap	infratestdimap	FAZ	faz
hessen	2003	1	31.01.2003	Forsa	forsa	RTL	rtl
hessen	2003	1	29.01.2003	Forsa	forsa	Stern	stern
hessen	2003	1	22.01.2003	Forsa	forsa	Stern	stern
hessen	2003	1	19.01.2003	Infratestdimap	infratestdimap	HessischerRundfunk	hessischerrundfunk
hessen	2003	1	17.01.2003	ForschungsgruppeWahlen	forschungsgruppewahlen	ZDF	zdf
hessen	2003	1	15.01.2003	Forsa	forsa	Stern	stern
hessen	2003	1	09.01.2003	Infratestdimap	infratestdimap	HessischerRundfunk	hessischerrundfunk
hessen	2003	1	07.01.2003	Forsa	forsa	Stern	stern
hessen	2002	12	06.12.2002	Infratestdimap	infratestdimap	HessischerRundfunk	hessischerrundfunk
hessen	2002	5	13.05.2002	dimap	dimap	CDU LVHessen	cdulvhessen
hessen	2001	1	18.01.2001	Forsa	forsa	Stern	stern
hessen	2000	2	04.02.2000	Infratestdimap	infratestdimap	HessischerRundfunk, FR	hessischerrundfunk_fr
hessen	2000	1	24.01.2000	Ipos	ipos	FAZ	faz
hessen	1999	1	29.01.1999	ForschungsgruppeWahlen	forschungsgruppewahlen	ZDF, FAZ,FFH	zdf_faz_ffh
hessen	1999	1	30.01.1999	Polis	polis	FOCUS	focus
hessen	1999	1	28.01.1999	Infratestdimap	infratestdimap	HessischerRundfunk, FR	hessischerrundfunk_fr
